Gene stable ID	Transcript stable ID	Gene description	Gene type	Transcript type
WBGene00000115	F01F1.6.2	Putative aldehyde dehydrogenase family 7 member A1 homolog  [Source:UniProtKB/Swiss-Prot;Acc:P46562]	protein_coding	protein_coding
WBGene00000116	C54D1.4	ALdehyde deHydrogenase  [Source:RefSeq peptide;Acc:NP_509203]	protein_coding	protein_coding
WBGene00000117	F42G9.5a	ALdehyde deHydrogenase  [Source:RefSeq peptide;Acc:NP_741082]	protein_coding	protein_coding
WBGene00000117	F42G9.5b	ALdehyde deHydrogenase  [Source:RefSeq peptide;Acc:NP_741082]	protein_coding	protein_coding
WBGene00000118	Y69F12A.2a.1	ALdehyde deHydrogenase  [Source:RefSeq peptide;Acc:NP_001022930]	protein_coding	protein_coding
WBGene00000118	Y69F12A.2a.2	ALdehyde deHydrogenase  [Source:RefSeq peptide;Acc:NP_001022930]	protein_coding	protein_coding
WBGene00000118	Y69F12A.2b.1	ALdehyde deHydrogenase  [Source:RefSeq peptide;Acc:NP_001022930]	protein_coding	protein_coding
WBGene00000118	Y69F12A.2b.2	ALdehyde deHydrogenase  [Source:RefSeq peptide;Acc:NP_001022930]	protein_coding	protein_coding
WBGene00000120	C01F6.5	Ref/ALY RNA export adaptor family  [Source:RefSeq peptide;Acc:NP_501588]	protein_coding	protein_coding
WBGene00000121	F23B2.6	Ref/ALY RNA export adaptor family  [Source:RefSeq peptide;Acc:NP_501594]	protein_coding	protein_coding
WBGene00000122	M18.7a.1	Ref/ALY RNA export adaptor family  [Source:RefSeq peptide;Acc:NP_001076697]	protein_coding	protein_coding
WBGene00000122	M18.7a.2	Ref/ALY RNA export adaptor family  [Source:RefSeq peptide;Acc:NP_001076697]	protein_coding	protein_coding
WBGene00000122	M18.7b	Ref/ALY RNA export adaptor family  [Source:RefSeq peptide;Acc:NP_001076697]	protein_coding	ncRNA
WBGene00000123	F36A4.7	DNA-directed RNA polymerase II subunit RPB1  [Source:UniProtKB/Swiss-Prot;Acc:P16356]	protein_coding	protein_coding
WBGene00000133	C05E11.4	Putative ammonium transporter 1  [Source:UniProtKB/Swiss-Prot;Acc:P54145]	protein_coding	protein_coding
WBGene00000134	F49E11.3	Putative ammonium transporter 2  [Source:UniProtKB/Swiss-Prot;Acc:Q20605]	protein_coding	protein_coding
WBGene00000135	M195.3	Putative ammonium transporter 3  [Source:UniProtKB/Swiss-Prot;Acc:Q21565]	protein_coding	protein_coding
WBGene00000136	C05E11.5	Ammonium transporter  [Source:RefSeq peptide;Acc:NP_508783]	protein_coding	protein_coding
WBGene00000137	R13G10.2	Amine oxidase family member 1  [Source:UniProtKB/Swiss-Prot;Acc:Q21988]	protein_coding	protein_coding
WBGene00000138	B0019.1	AMine oXidase family  [Source:RefSeq peptide;Acc:NP_493236]	protein_coding	protein_coding
WBGene00000139	F25C8.2a	AMine oXidase family  [Source:RefSeq peptide;Acc:NP_001256963]	protein_coding	protein_coding
WBGene00000139	F25C8.2b	AMine oXidase family  [Source:RefSeq peptide;Acc:NP_001256963]	protein_coding	protein_coding
WBGene00000140	ZK973.6	Nuclear anchorage protein 1  [Source:UniProtKB/Swiss-Prot;Acc:Q9N4M4]	protein_coding	protein_coding
WBGene00000142	C08B6.9	SUMO-activating enzyme subunit aos-1  [Source:UniProtKB/Swiss-Prot;Acc:Q17820]	protein_coding	protein_coding
WBGene00000143	K06H7.6	Anaphase-promoting complex subunit 2  [Source:UniProtKB/Swiss-Prot;Acc:P34514]	protein_coding	protein_coding
WBGene00000144	F15H10.3a.1	Anaphase Promoting Complex; see also mat  [Source:RefSeq peptide;Acc:NP_001256220]	protein_coding	protein_coding
WBGene00000144	F15H10.3a.2	Anaphase Promoting Complex; see also mat  [Source:RefSeq peptide;Acc:NP_001256220]	protein_coding	protein_coding
WBGene00000144	F15H10.3a.3	Anaphase Promoting Complex; see also mat  [Source:RefSeq peptide;Acc:NP_001256220]	protein_coding	protein_coding
WBGene00000144	F15H10.3b	Anaphase Promoting Complex; see also mat  [Source:RefSeq peptide;Acc:NP_001256220]	protein_coding	protein_coding
WBGene00000144	F15H10.3c	Anaphase Promoting Complex; see also mat  [Source:RefSeq peptide;Acc:NP_001256220]	protein_coding	protein_coding
WBGene00000144	F15H10.3d	Anaphase Promoting Complex; see also mat  [Source:RefSeq peptide;Acc:NP_001256220]	protein_coding	protein_coding
WBGene00000145	F35G12.9	Anaphase Promoting Complex; see also mat  [Source:RefSeq peptide;Acc:NP_497937]	protein_coding	protein_coding
WBGene00000146	F46F3.4a	Apoptotic enhancer 1 protein  [Source:UniProtKB/Swiss-Prot;Acc:Q9XVN3]	protein_coding	protein_coding
WBGene00000146	F46F3.4b	Apoptotic enhancer 1 protein  [Source:UniProtKB/Swiss-Prot;Acc:Q9XVN3]	protein_coding	protein_coding
WBGene00000146	F46F3.4c	Apoptotic enhancer 1 protein  [Source:UniProtKB/Swiss-Prot;Acc:Q9XVN3]	protein_coding	protein_coding
WBGene00000146	F46F3.4d	Apoptotic enhancer 1 protein  [Source:UniProtKB/Swiss-Prot;Acc:Q9XVN3]	protein_coding	protein_coding
WBGene00000147	VF36H2L.1	Gamma-secretase subunit aph-1  [Source:UniProtKB/Swiss-Prot;Acc:O45876]	protein_coding	protein_coding
WBGene00000148	ZC434.6a	Nicastrin  [Source:UniProtKB/Swiss-Prot;Acc:Q23316]	protein_coding	protein_coding
WBGene00000148	ZC434.6b	Nicastrin  [Source:UniProtKB/Swiss-Prot;Acc:Q23316]	protein_coding	protein_coding
WBGene00000149	C42D8.8a	Beta-amyloid-like protein  [Source:UniProtKB/Swiss-Prot;Acc:Q10651]	protein_coding	protein_coding
WBGene00000149	C42D8.8b	Beta-amyloid-like protein  [Source:UniProtKB/Swiss-Prot;Acc:Q10651]	protein_coding	protein_coding
WBGene00000150	F55A12.7	AdaPtin, Mu/medium chain (clathrin associated complex)  [Source:RefSeq peptide;Acc:NP_491572]	protein_coding	protein_coding
WBGene00000151	T05H10.2	DNA-(apurinic or apyrimidinic site) lyase  [Source:UniProtKB/Swiss-Prot;Acc:Q10002]	protein_coding	protein_coding
WBGene00000155	W03G9.4.1	AminoPeptidase P  [Source:RefSeq peptide;Acc:NP_491489]	protein_coding	protein_coding
WBGene00000155	W03G9.4.2	AminoPeptidase P  [Source:RefSeq peptide;Acc:NP_491489]	protein_coding	protein_coding
WBGene00000156	K04G2.8a	Adenomatous polyposis coli protein-related protein 1  [Source:UniProtKB/Swiss-Prot;Acc:Q21227]	protein_coding	protein_coding
WBGene00000156	K04G2.8b	Adenomatous polyposis coli protein-related protein 1  [Source:UniProtKB/Swiss-Prot;Acc:Q21227]	protein_coding	protein_coding
WBGene00000157	F02E8.3	AdaPtin, Small chain (clathrin associated complex)  [Source:RefSeq peptide;Acc:NP_508767]	protein_coding	protein_coding
WBGene00000158	Y105E8A.9	AdaPtin, Gamma chain (clathrin associated complex)  [Source:RefSeq peptide;Acc:NP_740937]	protein_coding	protein_coding
WBGene00000159	F29G9.3	AdaPtin, Small chain (clathrin associated complex)  [Source:RefSeq peptide;Acc:NP_504559]	protein_coding	protein_coding
WBGene00000160	Y71H2B.10a	AP complex subunit beta  [Source:RefSeq peptide;Acc:NP_001022937]	protein_coding	protein_coding
WBGene00000160	Y71H2B.10b	AP complex subunit beta  [Source:RefSeq peptide;Acc:NP_001022937]	protein_coding	protein_coding
WBGene00000160	Y71H2B.10c	AP complex subunit beta  [Source:RefSeq peptide;Acc:NP_001022937]	protein_coding	protein_coding
WBGene00000161	T20B5.1.1	AdaPtin, Alpha chain (clathrin associated complex)  [Source:RefSeq peptide;Acc:NP_509572]	protein_coding	protein_coding
WBGene00000161	T20B5.1.2	AdaPtin, Alpha chain (clathrin associated complex)  [Source:RefSeq peptide;Acc:NP_509572]	protein_coding	protein_coding
WBGene00000162	W09G10.4a	AP-3 complex subunit delta  [Source:RefSeq peptide;Acc:NP_494570]	protein_coding	protein_coding
WBGene00000162	W09G10.4b	AP-3 complex subunit delta  [Source:RefSeq peptide;Acc:NP_494570]	protein_coding	protein_coding
WBGene00000163	R11A5.1a		protein_coding	protein_coding
WBGene00000163	R11A5.1b		protein_coding	protein_coding
WBGene00000164	F53H8.1	AdaPtin, Mu/medium chain (clathrin associated complex)  [Source:RefSeq peptide;Acc:NP_508184]	protein_coding	protein_coding
WBGene00000165	Y48G8AL.14	AdaPtin, Small chain (clathrin associated complex)  [Source:RefSeq peptide;Acc:NP_740780]	protein_coding	protein_coding
WBGene00000166	W04G3.4	AdaPTin or adaptin-related protein  [Source:RefSeq peptide;Acc:NP_509853]	protein_coding	protein_coding
WBGene00000168	K08D9.3	Anterior pharynx in excess protein 1  [Source:UniProtKB/Swiss-Prot;Acc:P41990]	protein_coding	protein_coding
WBGene00000169	F32A5.5a	AQuaPorin or aquaglyceroporin related  [Source:RefSeq peptide;Acc:NP_495510]	protein_coding	protein_coding
WBGene00000169	F32A5.5b.1	AQuaPorin or aquaglyceroporin related  [Source:RefSeq peptide;Acc:NP_495510]	protein_coding	protein_coding
WBGene00000169	F32A5.5b.2	AQuaPorin or aquaglyceroporin related  [Source:RefSeq peptide;Acc:NP_495510]	protein_coding	protein_coding
WBGene00000170	C01G6.1a.1	AQuaPorin or aquaglyceroporin related  [Source:RefSeq peptide;Acc:NP_495972]	protein_coding	protein_coding
WBGene00000170	C01G6.1a.2	AQuaPorin or aquaglyceroporin related  [Source:RefSeq peptide;Acc:NP_495972]	protein_coding	protein_coding
WBGene00000170	C01G6.1a.3	AQuaPorin or aquaglyceroporin related  [Source:RefSeq peptide;Acc:NP_495972]	protein_coding	protein_coding
WBGene00000170	C01G6.1b.1	AQuaPorin or aquaglyceroporin related  [Source:RefSeq peptide;Acc:NP_495972]	protein_coding	protein_coding
WBGene00000170	C01G6.1b.2	AQuaPorin or aquaglyceroporin related  [Source:RefSeq peptide;Acc:NP_495972]	protein_coding	protein_coding
WBGene00000170	C01G6.1b.3	AQuaPorin or aquaglyceroporin related  [Source:RefSeq peptide;Acc:NP_495972]	protein_coding	protein_coding
WBGene00000171	Y69E1A.7a	AQuaPorin or aquaglyceroporin related  [Source:RefSeq peptide;Acc:NP_502044]	protein_coding	protein_coding
WBGene00000171	Y69E1A.7b	AQuaPorin or aquaglyceroporin related  [Source:RefSeq peptide;Acc:NP_502044]	protein_coding	protein_coding
WBGene00000172	F40F9.9	AQuaPorin or aquaglyceroporin related  [Source:RefSeq peptide;Acc:NP_505512]	protein_coding	protein_coding
WBGene00000173	C35A5.1	AQuaPorin or aquaglyceroporin related  [Source:RefSeq peptide;Acc:NP_505691]	protein_coding	protein_coding
WBGene00000174	C32C4.2a	AQuaPorin or aquaglyceroporin related  [Source:RefSeq peptide;Acc:NP_001256247]	protein_coding	protein_coding
WBGene00000174	C32C4.2b	AQuaPorin or aquaglyceroporin related  [Source:RefSeq peptide;Acc:NP_001256247]	protein_coding	protein_coding
WBGene00000174	C32C4.2c	AQuaPorin or aquaglyceroporin related  [Source:RefSeq peptide;Acc:NP_001256247]	protein_coding	protein_coding
WBGene00000174	C32C4.2d	AQuaPorin or aquaglyceroporin related  [Source:RefSeq peptide;Acc:NP_001256247]	protein_coding	protein_coding
WBGene00000175	M02F4.8.1	AQuaPorin or aquaglyceroporin related  [Source:RefSeq peptide;Acc:NP_508515]	protein_coding	protein_coding
WBGene00000175	M02F4.8.2	AQuaPorin or aquaglyceroporin related  [Source:RefSeq peptide;Acc:NP_508515]	protein_coding	protein_coding
WBGene00000176	K02G10.7a	AQuaPorin or aquaglyceroporin related  [Source:RefSeq peptide;Acc:NP_001024757]	protein_coding	protein_coding
WBGene00000176	K02G10.7b	AQuaPorin or aquaglyceroporin related  [Source:RefSeq peptide;Acc:NP_001024757]	protein_coding	protein_coding
WBGene00000177	K07A1.16a	AQuaPorin or aquaglyceroporin related  [Source:RefSeq peptide;Acc:NP_001251148]	protein_coding	protein_coding
WBGene00000177	K07A1.16b	AQuaPorin or aquaglyceroporin related  [Source:RefSeq peptide;Acc:NP_001251148]	protein_coding	protein_coding
WBGene00000178	ZK1321.3	Putative aquaporin-10  [Source:UniProtKB/Swiss-Prot;Acc:Q09369]	protein_coding	protein_coding
WBGene00000179	ZK525.2	AQuaPorin or aquaglyceroporin related  [Source:RefSeq peptide;Acc:NP_499821]	protein_coding	protein_coding
WBGene00000180	ZK1320.6	E3 ubiquitin-protein ligase arc-1  [Source:UniProtKB/Swiss-Prot;Acc:Q09654]	protein_coding	protein_coding
WBGene00000181	F01G4.2a	Alcohol/Ribitol Dehydrogenase family  [Source:RefSeq peptide;Acc:NP_001293993]	protein_coding	protein_coding
WBGene00000181	F01G4.2b.1	Alcohol/Ribitol Dehydrogenase family  [Source:RefSeq peptide;Acc:NP_001293993]	protein_coding	protein_coding
WBGene00000181	F01G4.2b.2	Alcohol/Ribitol Dehydrogenase family  [Source:RefSeq peptide;Acc:NP_001293993]	protein_coding	protein_coding
WBGene00000182	B0336.2.1	ADP-ribosylation factor 1-like 2  [Source:UniProtKB/Swiss-Prot;Acc:Q10943]	protein_coding	protein_coding
WBGene00000182	B0336.2.2	ADP-ribosylation factor 1-like 2  [Source:UniProtKB/Swiss-Prot;Acc:Q10943]	protein_coding	protein_coding
WBGene00000183	F57H12.1	ADP-Ribosylation Factor related  [Source:RefSeq peptide;Acc:NP_501336]	protein_coding	protein_coding
WBGene00000184	Y116A8C.12	ADP-Ribosylation Factor related  [Source:RefSeq peptide;Acc:NP_503011]	protein_coding	protein_coding
WBGene00000185	F31A9.3a	Delta-like protein  [Source:RefSeq peptide;Acc:NP_001024615]	protein_coding	protein_coding
WBGene00000185	F31A9.3b	Delta-like protein  [Source:RefSeq peptide;Acc:NP_001024615]	protein_coding	protein_coding
WBGene00000186	C01C7.1a	Ack-related non-receptor tyrosine kinase  [Source:UniProtKB/Swiss-Prot;Acc:G5EBZ8]	protein_coding	protein_coding
WBGene00000186	C01C7.1b	Ack-related non-receptor tyrosine kinase  [Source:UniProtKB/Swiss-Prot;Acc:G5EBZ8]	protein_coding	protein_coding
WBGene00000187	F54C9.10.1	ADP-ribosylation factor-like protein 1  [Source:UniProtKB/Swiss-Prot;Acc:Q20758]	protein_coding	protein_coding
WBGene00000187	F54C9.10.2	ADP-ribosylation factor-like protein 1  [Source:UniProtKB/Swiss-Prot;Acc:Q20758]	protein_coding	protein_coding
WBGene00000188	F19H8.3	ADP-ribosylation factor-like protein 3  [Source:UniProtKB/Swiss-Prot;Acc:O45379]	protein_coding	protein_coding
WBGene00000189	ZK632.8	ADP-ribosylation factor-like protein 5  [Source:UniProtKB/Swiss-Prot;Acc:P34212]	protein_coding	protein_coding
WBGene00000190	F45E4.1	ADP-ribosylation factor 1-like 1  [Source:UniProtKB/Swiss-Prot;Acc:Q94231]	protein_coding	protein_coding
WBGene00000191	F20D1.5		pseudogene	pseudogene
WBGene00000192	Y57G11C.13	ARF-Like  [Source:RefSeq peptide;Acc:NP_502791]	protein_coding	protein_coding
WBGene00000193	C38D4.8	ADP-ribosylation factor-like protein 6  [Source:UniProtKB/Swiss-Prot;Acc:Q18510]	protein_coding	protein_coding
WBGene00000195	F53H8.2	Probable beta-arrestin  [Source:UniProtKB/Swiss-Prot;Acc:P51485]	protein_coding	protein_coding
WBGene00000196	W02B12.6a	Alanine--tRNA ligase, mitochondrial  [Source:UniProtKB/Swiss-Prot;Acc:Q23122]	protein_coding	protein_coding
WBGene00000196	W02B12.6b	Alanine--tRNA ligase, mitochondrial  [Source:UniProtKB/Swiss-Prot;Acc:Q23122]	protein_coding	ncRNA
WBGene00000197	F28H1.3.1	Alanine--tRNA ligase, cytoplasmic  [Source:UniProtKB/Swiss-Prot;Acc:O01541]	protein_coding	protein_coding
WBGene00000197	F28H1.3.2	Alanine--tRNA ligase, cytoplasmic  [Source:UniProtKB/Swiss-Prot;Acc:O01541]	protein_coding	protein_coding
WBGene00000197	F28H1.3.3	Alanine--tRNA ligase, cytoplasmic  [Source:UniProtKB/Swiss-Prot;Acc:O01541]	protein_coding	protein_coding
WBGene00000198	C15F1.6	Probable very-long-chain enoyl-CoA reductase art-1  [Source:UniProtKB/Swiss-Prot;Acc:Q9N5Y2]	protein_coding	protein_coding
WBGene00000199	Y71F9AL.16	Actin-related protein 3  [Source:UniProtKB/Swiss-Prot;Acc:Q9N4I0]	protein_coding	protein_coding
WBGene00000200	K07C5.1	Actin-related protein 2  [Source:UniProtKB/Swiss-Prot;Acc:P53489]	protein_coding	protein_coding
WBGene00000201	Y79H2A.6	ARp2/3 compleX component  [Source:RefSeq peptide;Acc:NP_499570]	protein_coding	protein_coding
WBGene00000202	Y6D11A.1	EXOSome (multiexonuclease complex) component  [Source:RefSeq peptide;Acc:NP_497279]	protein_coding	protein_coding
WBGene00000203	Y37D8A.1	Probable actin-related protein 2/3 complex subunit 3  [Source:UniProtKB/Swiss-Prot;Acc:Q9XWV3]	protein_coding	protein_coding
WBGene00000204	C35D10.16	Probable actin-related protein 2/3 complex subunit 4  [Source:UniProtKB/Swiss-Prot;Acc:P58798]	protein_coding	protein_coding
WBGene00000205	M01B12.3	Actin-related protein 2/3 complex subunit 5  [Source:RefSeq peptide;Acc:NP_491099]	protein_coding	protein_coding
WBGene00000206	F35G12.10.1	ATP Synthase B homolog  [Source:RefSeq peptide;Acc:NP_497938]	protein_coding	protein_coding
WBGene00000206	F35G12.10.2	ATP Synthase B homolog  [Source:RefSeq peptide;Acc:NP_497938]	protein_coding	protein_coding
WBGene00000207	F02E8.1.1	ATP Synthase B homolog  [Source:RefSeq peptide;Acc:NP_508770]	protein_coding	protein_coding
WBGene00000207	F02E8.1.2	ATP Synthase B homolog  [Source:RefSeq peptide;Acc:NP_508770]	protein_coding	protein_coding
WBGene00000207	F02E8.1.3	ATP Synthase B homolog  [Source:RefSeq peptide;Acc:NP_508770]	protein_coding	protein_coding
WBGene00000208	Y53F4B.15	human Activating Signal Cointegrator homolog  [Source:RefSeq peptide;Acc:NP_497100]	protein_coding	protein_coding
WBGene00000209	K07A12.3	Probable ATP synthase subunit g 1, mitochondrial  [Source:UniProtKB/Swiss-Prot;Acc:P90921]	protein_coding	protein_coding
WBGene00000210	C53B7.4	Probable ATP synthase subunit g 2, mitochondrial  [Source:UniProtKB/Swiss-Prot;Acc:Q18803]	protein_coding	protein_coding
WBGene00000211	B0252.2	Sphingomyelin phosphodiesterase 1  [Source:UniProtKB/Swiss-Prot;Acc:Q10916]	protein_coding	protein_coding
WBGene00000212	ZK455.4	Sphingomyelin phosphodiesterase 2  [Source:UniProtKB/Swiss-Prot;Acc:Q23498]	protein_coding	protein_coding
WBGene00000213	W03G1.7a	Putative sphingomyelin phosphodiesterase asm-3  [Source:UniProtKB/Swiss-Prot;Acc:Q9UAY4]	protein_coding	protein_coding
WBGene00000213	W03G1.7b	Putative sphingomyelin phosphodiesterase asm-3  [Source:UniProtKB/Swiss-Prot;Acc:Q9UAY4]	protein_coding	protein_coding
WBGene00000214	Y39B6A.20.1	ASpartyl Protease  [Source:RefSeq peptide;Acc:NP_741677]	protein_coding	protein_coding
WBGene00000214	Y39B6A.20.2	ASpartyl Protease  [Source:RefSeq peptide;Acc:NP_741677]	protein_coding	protein_coding
WBGene00000214	Y39B6A.20.3	ASpartyl Protease  [Source:RefSeq peptide;Acc:NP_741677]	protein_coding	protein_coding
WBGene00000215	T18H9.2a	ASpartyl Protease  [Source:RefSeq peptide;Acc:NP_505384]	protein_coding	protein_coding
WBGene00000215	T18H9.2b	ASpartyl Protease  [Source:RefSeq peptide;Acc:NP_505384]	protein_coding	protein_coding
WBGene00000216	H22K11.1	Aspartic protease 3  [Source:UniProtKB/Swiss-Prot;Acc:P55956]	protein_coding	protein_coding
WBGene00000217	R12H7.2	ASpartyl Protease  [Source:RefSeq peptide;Acc:NP_510191]	protein_coding	protein_coding
WBGene00000218	F21F8.3.1	ASpartyl Protease  [Source:RefSeq peptide;Acc:NP_505135]	protein_coding	protein_coding
WBGene00000218	F21F8.3.2	ASpartyl Protease  [Source:RefSeq peptide;Acc:NP_505135]	protein_coding	protein_coding
WBGene00000219	F21F8.7	Aspartic protease 6  [Source:UniProtKB/Swiss-Prot;Acc:O01530]	protein_coding	protein_coding
WBGene00000220	K08F8.2	ATF (cAMP-dependent transcription factor) family  [Source:RefSeq peptide;Acc:NP_495861]	protein_coding	protein_coding
WBGene00000221	T04C10.4.1	ATF (cAMP-dependent transcription factor) family  [Source:RefSeq peptide;Acc:NP_510456]	protein_coding	protein_coding
WBGene00000221	T04C10.4.2	ATF (cAMP-dependent transcription factor) family  [Source:RefSeq peptide;Acc:NP_510456]	protein_coding	protein_coding
WBGene00000222	F45E6.2	ATF (cAMP-dependent transcription factor) family  [Source:RefSeq peptide;Acc:NP_510094]	protein_coding	protein_coding
WBGene00000223	C07G2.2a	ATF (cAMP-dependent transcription factor) family  [Source:RefSeq peptide;Acc:NP_497914]	protein_coding	protein_coding
WBGene00000223	C07G2.2b	ATF (cAMP-dependent transcription factor) family  [Source:RefSeq peptide;Acc:NP_497914]	protein_coding	protein_coding
WBGene00000223	C07G2.2c.1	ATF (cAMP-dependent transcription factor) family  [Source:RefSeq peptide;Acc:NP_497914]	protein_coding	protein_coding
WBGene00000223	C07G2.2c.2	ATF (cAMP-dependent transcription factor) family  [Source:RefSeq peptide;Acc:NP_497914]	protein_coding	protein_coding
WBGene00000223	C07G2.2d.1	ATF (cAMP-dependent transcription factor) family  [Source:RefSeq peptide;Acc:NP_497914]	protein_coding	protein_coding
WBGene00000223	C07G2.2d.2	ATF (cAMP-dependent transcription factor) family  [Source:RefSeq peptide;Acc:NP_497914]	protein_coding	protein_coding
WBGene00000224	F26D10.9a	Amino acid Transporter GlycoProtein subunit  [Source:RefSeq peptide;Acc:NP_503064]	protein_coding	protein_coding
